(1, 'Яшина', 'Акулина', 'Андрониковна', 24, 'РКТ2', 'ж'),
(24, 'Крючкова', 'Фёкла', 'Станиславовна', 19, 'МТ11', 'ж'),
(25, 'Бессонов', 'Назар', 'Валерьевич', 18, 'Э10', 'м'),
(26, 'Анохина', 'Екатерина', 'Аркадьевна', 23, 'РЛ2', 'ж'),
(27, 'Черных', 'Екатерина', 'Антоновна', 26, 'СМ10', 'ж'),
(28, 'Чернышева', 'Каролина', 'Борисовна', 18, 'МТ10', 'ж'),
(29, 'Чернышева', 'Капитолина', 'Ильгизовна', 19, 'СМ13', 'ж'),
(30, 'Шевелёва', 'Светлана', 'Максимилиановна', 23, 'МТ1', 'ж'),
(31, 'Лебедева', 'Ия', 'Акимовна', 18, 'БМТ1', 'ж'),
(32, 'Дроздова', 'Рада', 'Аркадьевна', 23, 'МТ8', 'ж'),
(33, 'Еремеева', 'Римма', 'Гавриловна', 16, 'ПС3', 'ж'),
(34, 'Петровский', 'Филат', 'Иоаннович', 20, 'РТ5', 'м'),
(35, 'Жданова', 'Любовь', 'Григорьевна', 20, 'СМ10', 'ж'),
(36, 'Панкратова', 'Епистима', 'Никаноровна', 20, 'РКТ3', 'ж'),
(37, 'Плотников', 'Кондрат', 'Бориславич', 16, 'ФН12', 'м'),
(38, 'Елисеев', 'Мина', 'Гурьевич', 19, 'Э2', 'м'),
(39, 'Руднев', 'Вениамин', 'Исидорович', 18, 'МТ7', 'м'),
(40, 'Синицын', 'Конон', 'Германович', 25, 'МТ11', 'м'),
(41, 'Емельянова', 'Александра', 'Павловна', 17, 'РЛ2', 'ж'),
(42, 'Демидов', 'Ким', 'Евгеньевич', 19, 'РКТ4', 'м'),
(43, 'Шульгин', 'Трифон', 'Андреевич', 26, 'Э4', 'м'),
(44, 'Панова', 'Фаина', 'Каллистратовна', 16, 'СГН2', 'ж'),
(45, 'Королёва', 'Ксения', 'Осиповна', 19, 'ИБМ1', 'ж'),
(46, 'Москвин', 'Иннокентий', 'Еремеевич', 26, 'РК5', 'м'),
(47, 'Астафьев', 'Максим', 'Иоаннович', 16, 'СМ10', 'м'),
(48, 'Короткова', 'Каролина', 'Осиповна', 24, 'МТ11', 'ж'),
(49, 'Капустин', 'Ермолай', 'Магометович', 23, 'ИБМ7', 'м'),
(50, 'Нестерова', 'Аза', 'Евгеньевна', 19, 'Э3', 'ж'),
(51, 'Маслова', 'Инга', 'Глебовна', 23, 'СМ10', 'ж'),
(52, 'Грибов', 'Фёдор', 'Артемьевич', 18, 'Э5', 'м'),
(53, 'Спиридонов', 'Филипп', 'Зиновьевич', 25, 'СМ1', 'м'),
(54, 'Дарвина', 'Анастасия', 'Васильевна', 18, 'ИБМ5', 'ж'),
(55, 'Дроздова', 'Надежда', 'Исаевна', 26, 'ИУ2', 'ж'),
(56, 'Баженова', 'Акулина', 'Львовна', 19, 'ИУ8', 'ж'),
(57, 'Вавилова', 'Лада', 'Борисовна', 19, 'СГН2', 'ж'),
(58, 'Овсянников', 'Аркадий', 'Викторович', 18, 'ИБМ1', 'м'),
(59, 'Казанцев', 'Никифор', 'Павлович', 19, 'СМ1', 'м'),
(60, 'Борисова', 'Аза', 'Виссарионовна', 18, 'ИБМ5', 'ж'),
(61, 'Зверева', 'Павлина', 'Андрониковна', 16, 'СМ7', 'ж'),
(62, 'Зыков', 'Варлам', 'Августович', 23, 'РЛ2', 'м'),
(63, 'Орлов', 'Гордей', 'Федотович', 21, 'ИБМ5', 'м'),
(64, 'Фролова', 'Евгения', 'Иосифовна', 26, 'МТ7', 'ж'),
(65, 'Федосов', 'Гордей', 'Денисович', 25, 'Э3', 'м'),
(66, 'Чесноков', 'Афанасий', 'Федосеевич', 21, 'ИБМ4', 'м'),
(67, 'Горшкова', 'Анжелика', 'Григорьевна', 19, 'РТ4', 'ж'),
(68, 'Крючкова', 'Ермиония', 'Платоновна', 19, 'Э10', 'ж'),
(69, 'Чистякова', 'Нина', 'Вениаминовна', 25, 'МТ12', 'ж'),
(70, 'Дементьев', 'Олег', 'Дмитриевич', 18, 'РК4', 'м'),
(71, 'Ермаков', 'Тимур', 'Гурьевич', 16, 'Э5', 'м'),
(72, 'Успенская', 'Юлия', 'Магометовна', 23, 'СМ9', 'ж'),
(73, 'Киселёва', 'Лариса', 'Никоновна', 23, 'БМТ1', 'ж'),
(74, 'Прохоров', 'Владислав', 'Никифорович', 21, 'БМТ1', 'м'),
(75, 'Поздняков', 'Василий', 'Филатович', 19, 'ПС1', 'м'),
(76, 'Горячев', 'Гавриил', 'Ермолаевич', 19, 'ИБМ6', 'м'),
(77, 'Ситникова', 'Жанна', 'Георгиевна', 25, 'МТ13', 'ж'),
(78, 'Фомичёва', 'Олимпиада', 'Степановна', 20, 'ИУ8', 'ж'),
(79, 'Лапин', 'Тит', 'Гертрудович', 17, 'Э7', 'м'),
(80, 'Моисеева', 'Василиса', 'Леонидовна', 25, 'СМ13', 'ж'),
(81, 'Дементьева', 'Аглая', 'Тимофеевна', 23, 'СМ10', 'ж'),
(82, 'Алешин', 'Анфим', 'Семёнович', 25, 'МТ3', 'м'),
(83, 'Устинова', 'Нина', 'Богдановна', 21, 'ФН1', 'ж'),
(84, 'Поликарпова', 'Евлампия', 'Леонидовна', 26, 'ИБМ5', 'ж'),
(85, 'Колесников', 'Мина', 'Арсенович', 22, 'РЛ1', 'м'),
(86, 'Михеева', 'Ольга', 'Исаевна', 25, 'СМ10', 'ж'),
(87, 'Тихонова', 'Евдокия', 'Романовна', 22, 'СМ11', 'ж'),
(88, 'Кочетков', 'Павел', 'Эдгарович', 22, 'РЛ2', 'м'),
(89, 'Корчагин', 'Мелентий', 'Борисыч', 23, 'МТ4', 'м'),
(90, 'Петрова', 'Пинна', 'Борисовна', 25, 'РКТ4', 'ж'),
(91, 'Столяров', 'Всеволод', 'Виссарионович', 18, 'ФН4', 'м'),
(92, 'Нестерова', 'Инесса', 'Борисовна', 23, 'РЛ2', 'ж'),
(93, 'Калашникова', 'Валерия', 'Витальевна', 18, 'Э1', 'ж'),
(94, 'Авдеев', 'Лев', 'Иосифович', 20, 'РК9', 'м'),
(95, 'Кислова', 'Алевтина', 'Олеговна', 24, 'СГН3', 'ж'),
(96, 'Романов', 'Игнатий', 'Вольфович', 18, 'ИУ4', 'м'),
(97, 'Дубровин', 'Евдоким', 'Феодосьевич', 19, 'ФН11', 'м'),
(98, 'Агафонова', 'Матрёна', 'Марковна', 17, 'СМ9', 'ж'),
(99, 'Гладков', 'Виталий', 'Эдгардович', 22, 'АК4', 'м'),
(100, 'Гришина', 'Павлина', 'Ильгизовна', 18, 'ПС3', 'ж'),
(101, 'Прошина', 'Злата', 'Виссарионовна', 20, 'ИУ5', 'ж'),
(102, 'Еремеева', 'Марфа', 'Тимофеевна', 21, 'МТ5', 'ж'),
(103, 'Ракова', 'Целестина', 'Анатольевна', 21, 'Э4', 'ж'),
(104, 'Наумов', 'Варсонофий', 'Ефимьевич', 25, 'ИБМ1', 'м'),
(105, 'Кукушкин', 'Валерьян', 'Феофанович', 21, 'ИБМ1', 'м'),
(106, 'Иванова', 'Лилия', 'Ильмировна', 22, 'ИУ6', 'ж'),
(107, 'Головина', 'Ираида', 'Рудольфовна', 26, 'ИБМ7', 'ж'),
(108, 'Андрианов', 'Евграф', 'Авдеевич', 21, 'БМТ2', 'м'),
(109, 'Корнева', 'Анастасия', 'Петровна', 19, 'РЛ1', 'ж'),
(110, 'Мухин', 'Сергей', 'Аркадьевич', 20, 'ЮР1', 'м'),
(111, 'Беляков', 'Потап', 'Виленович', 20, 'Э9', 'м'),
(112, 'Носкова', 'Ермиония', 'Михайловна', 17, 'МТ5', 'ж'),
(113, 'Мельникова', 'Глафира', 'Исаевна', 24, 'СМ13', 'ж'),
(114, 'Дружинина', 'Полина', 'Марковна', 18, 'СМ8', 'ж'),
(115, 'Горохова', 'Кира', 'Магомедовна', 20, 'СМ2', 'ж'),
(116, 'Панова', 'Милица', 'Ильсуровна', 18, 'СМ5', 'ж'),
(117, 'Виноградов', 'Лука', 'Зиновьевич', 16, 'АК3', 'м'),
(118, 'Сорокин', 'Константин', 'Александрович', 18, 'Э2', 'м'),
(119, 'Карташов', 'Зиновий', 'Федотович', 26, 'СМ9', 'м'),
(120, 'Снегирёва', 'Зинаида', 'Витальевна', 17, 'МТ5', 'ж'),
(121, 'Андрианов', 'Вениамин', 'Антонович', 19, 'Л4', 'м'),
(122, 'Красоткина', 'Евгения', 'Вениаминовна', 24, 'СМ10', 'ж'),
(123, 'Исаева', 'Людмила', 'Алексеевна', 20, 'СМ6', 'ж'),
(124, 'Антипов', 'Мина', 'Брониславович', 18, 'МТ10', 'м'),
(125, 'Грибов', 'Марк', 'Власович', 25, 'ФН11', 'м'),
(126, 'Сёмина', 'Ермиония', 'Натановна', 24, 'ИУ1', 'ж'),
(127, 'Семенов', 'Филипп', 'Степанович', 26, 'ФН12', 'м'),
(128, 'Балашов', 'Архипп', 'Григорьевич', 25, 'СМ7', 'м'),
(129, 'Серебряков', 'Сильвестр', 'Теймуразович', 23, 'МТ11', 'м'),
(130, 'Горшкова', 'Людмила', 'Олеговна', 24, 'СМ10', 'ж'),
(131, 'Лаптев', 'Антон', 'Сильвестрович', 24, 'МТ6', 'м'),
(132, 'Глухова', 'Ярослава', 'Олеговна', 24, 'Э2', 'ж'),
(133, 'Черепанова', 'Антонина', 'Ильмировна', 18, 'РЛ1', 'ж'),
(134, 'Ермолова', 'Гликерия', 'Олеговна', 26, 'СМ2', 'ж'),
(135, 'Фокин', 'Онисим', 'Исаевич', 20, 'СМ5', 'м'),
(136, 'Головина', 'Лилия', 'Андреевна', 26, 'МТ3', 'ж'),
(137, 'Рубцова', 'Ксения', 'Георгиевна', 23, 'ИБМ1', 'ж'),
(138, 'Михайлов', 'Эраст', 'Натанович', 18, 'Э7', 'м'),
(139, 'Чистяков', 'Артур', 'Германович', 22, 'ИБМ6', 'м'),
(140, 'Ларионова', 'Мария', 'Ивановна', 17, 'СМ4', 'ж'),
(141, 'Лопатин', 'Потап', 'Власович', 23, 'ФН2', 'м'),
(142, 'Жданов', 'Филимон', 'Елизарович', 20, 'ИУ9', 'м'),
(143, 'Евдокимов', 'Авдей', 'Жоресович', 25, 'РК6', 'м'),
(144, 'Шишкин', 'Константин', 'Ермолаевич', 21, 'СМ10', 'м'),
(145, 'Черкасов', 'Лев', 'Ваганович', 26, 'ФН2', 'м'),
(146, 'Рыжов', 'Софрон', 'Трофимович', 17, 'Э2', 'м'),
(147, 'Волкова', 'Иоанна', 'Прохоровна', 20, 'МТ6', 'ж'),
(148, 'Петухов', 'Мстислав', 'Акимович', 17, 'РЛ2', 'м'),
(149, 'Дедова', 'Алина', 'Фёдоровна', 26, 'СМ10', 'ж'),
(150, 'Малышев', 'Пров', 'Фёдорович', 19, 'ИУ8', 'м'),
(151, 'Зимин', 'Сила', 'Сидорович', 17, 'Э2', 'м'),
(152, 'Троицкий', 'Сильвестр', 'Степанович', 20, 'РКТ4', 'м'),
(153, 'Собянина', 'Дарья', 'Анатольевна', 23, 'ИБМ7', 'ж'),
(154, 'Колпаков', 'Вячеслав', 'Сидорович', 19, 'РКТ2', 'м'),
(155, 'Яковлев', 'Альвиан', 'Тимурович', 18, 'ИБМ4', 'м'),
(156, 'Шапошникова', 'Александра', 'Богдановна', 18, 'ФН11', 'ж'),
(157, 'Кириллова', 'Фаина', 'Каллистратовна', 19, 'ИУ6', 'ж'),
(158, 'Архипова', 'Валерия', 'Игнатьевна', 17, 'Э8', 'ж'),
(159, 'Панков', 'Архипп', 'Степанович', 26, 'ИУ1', 'м'),
(160, 'Суслова', 'Фаина', 'Ильгизовна', 21, 'РКТ2', 'ж'),
(161, 'Шульгин', 'Ефрем', 'Филимонович', 22, 'ИУ3', 'м'),
(162, 'Степанова', 'Евпраксия', 'Рудольфовна', 16, 'ИБМ6', 'ж'),
(163, 'Пименов', 'Магистриан', 'Ефремович', 23, 'РТ1', 'м'),
(164, 'Дубинина', 'Целестина', 'Вениаминовна', 18, 'Э10', 'ж'),
(165, 'Раков', 'Матвей', 'Вячеславович', 24, 'ИБМ6', 'м'),
(166, 'Сахарова', 'Снежана', 'Вячеславовна', 26, 'РТ5', 'ж'),
(167, 'Нефедов', 'Сила', 'Русланович', 21, 'РЛ1', 'м'),
(168, 'Кулаков', 'Кирилл', 'Ерофеевич', 20, 'ИУ2', 'м'),
(169, 'Романов', 'Филимон', 'Иосипович', 16, 'РК9', 'м'),
(170, 'Артемов', 'Исидор', 'Андроникович', 21, 'РЛ6', 'м'),
(171, 'Токарева', 'Ульяна', 'Марковна', 19, 'АК3', 'ж'),
(172, 'Артамонов', 'Ерофей', 'Рустамович', 23, 'ИБМ1', 'м'),
(173, 'Лазарева', 'Екатерина', 'Дмитриевна', 24, 'РКТ2', 'ж'),
(174, 'Золотова', 'Галина', 'Сидоровна', 23, 'Э9', 'ж'),
(175, 'Гладкова', 'Оксана', 'Никифоровна', 25, 'ФН12', 'ж'),
(176, 'Малинин', 'Родослав', 'Феодосьевич', 21, 'РКТ4', 'м'),
(177, 'Рябов', 'Феликс', 'Бориславич', 24, 'МТ5', 'м'),
(178, 'Колпакова', 'Лилия', 'Никитична', 25, 'МТ6', 'ж'),
(179, 'Троицкий', 'Протасий', 'Жоресович', 24, 'СМ5', 'м'),
(180, 'Уварова', 'Наталья', 'Максимовна', 17, 'ФН4', 'ж'),
(181, 'Козлов', 'Трофим', 'Сильвестрович', 19, 'СМ8', 'м'),
(182, 'Снегирёва', 'Октябрина', 'Никоновна', 17, 'ИБМ5', 'ж'),
(183, 'Никитина', 'Валерия', 'Васильевна', 20, 'РТ2', 'ж'),
(184, 'Моисеев', 'Гавриил', 'Аверьянович', 24, 'МТ12', 'м'),
(185, 'Туманов', 'Даниил', 'Николаевич', 17, 'СМ1', 'м'),
(186, 'Шувалов', 'Гавриил', 'Сидорович', 18, 'Э6', 'м'),
(187, 'Шишкин', 'Пётр', 'Гордеевич', 16, 'ИБМ5', 'м'),
(188, 'Назаров', 'Аникита', 'Витальевич', 23, 'СМ9', 'м'),
(189, 'Стрелкова', 'Ольга', 'Семёновна', 22, 'СМ7', 'ж'),
(190, 'Макеева', 'Таисия', 'Афанасьевна', 20, 'СМ10', 'ж'),
(191, 'Юдин', 'Ждан', 'Анисимович', 21, 'МТ2', 'м'),
(192, 'Лапина', 'Алла', 'Сидоровна', 23, 'Э4', 'ж'),
(193, 'Троицкий', 'Леонтий', 'Глебович', 18, 'СМ11', 'м'),
(194, 'Зуев', 'Конон', 'Елизарович', 20, 'РКТ4', 'м'),
(195, 'Березин', 'Иулиан', 'Бедросович', 19, 'ИУ1', 'м'),
(196, 'Лукин', 'Дорофей', 'Вилорович', 20, 'СГН2', 'м'),
(197, 'Шишкина', 'Агафья', 'Александровна', 23, 'ИБМ6', 'ж'),
(198, 'Уткин', 'Савелий', 'Игнатович', 17, 'ИУ8', 'м'),
(199, 'Шубина', 'Любовь', 'Константиновна', 24, 'СМ6', 'ж'),
(200, 'Меньшова', 'Валерия', 'Григорьевна', 21, 'ПС3', 'ж'),
(201, 'Басова', 'Акулина', 'Ивановна', 26, 'СМ12', 'ж'),
(202, 'Масленникова', 'Лада', 'Аркадьевна', 21, 'СМ10', 'ж'),
(203, 'Щукин', 'Фирс', 'Ануфриевич', 26, 'МТ11', 'м'),
(204, 'Постникова', 'Мирослава', 'Ярославовна', 24, 'СМ9', 'ж'),
(205, 'Медейко', 'Ирина', 'Никифоровна', 21, 'ИБМ7', 'ж'),
(206, 'Артемов', 'Лаврентий', 'Ильмирович', 24, 'ИБМ4', 'м'),
(207, 'Пантелеев', 'Поликарп', 'Федосьевич', 20, 'РЛ1', 'м'),
(208, 'Суханова', 'Яна', 'Станиславовна', 21, 'СМ13', 'ж'),
(209, 'Мешкова', 'Галина', 'Ярославовна', 23, 'ИБМ5', 'ж'),
(210, 'Фролов', 'Пров', 'Рустамович', 25, 'СМ10', 'м'),
(211, 'Ефимова', 'Фаина', 'Платоновна', 26, 'МТ2', 'ж'),
(212, 'Гусев', 'Фаддей', 'Гаврилович', 16, 'РЛ1', 'м'),
(213, 'Свешников', 'Юлиан', 'Фадеевич', 17, 'ИУ8', 'м'),
(214, 'Нефёдова', 'Феодора', 'Ильгизовна', 16, 'Э4', 'ж'),
(215, 'Мальцева', 'Варвара', 'Владимировна', 21, 'РЛ2', 'ж'),
(216, 'Дёмина', 'Виктория', 'Афанасьевна', 26, 'ИУ5', 'ж'),
(217, 'Михайлов', 'Влас', 'Никитович', 18, 'Э6', 'м'),
(218, 'Маслов', 'Леонтий', 'Харлампьевич', 25, 'РКТ1', 'м'),
(219, 'Никифорова', 'Ия', 'Ильнуровна', 22, 'Л4', 'ж'),
(220, 'Устинов', 'Евгений', 'Всеволодович', 18, 'ИУ5', 'м'),
(221, 'Рожков', 'Артемий', 'Валентинович', 23, 'ИУ5', 'м'),
(222, 'Пименова', 'Павлина', 'Никоновна', 18, 'РЛ2', 'ж'),
(223, 'Кравцова', 'Галина', 'Валерьевна', 18, 'Э7', 'ж'),
(224, 'Сизов', 'Еремей', 'Викторович', 18, 'СГН2', 'м'),
(225, 'Худяков', 'Куприян', 'Жоресович', 26, 'ИУ1', 'м'),
(226, 'Кочетков', 'Феликс', 'Леонидович', 21, 'АК4', 'м'),
(227, 'Панкратов', 'Даниил', 'Ефимович', 21, 'ИУ6', 'м'),
(228, 'Кузнецова', 'Зоя', 'Александровна', 26, 'Э5', 'ж'),
(229, 'Свиридов', 'Тит', 'Ильсурович', 26, 'МТ6', 'м'),
(230, 'Бородин', 'Христофор', 'Фролович', 24, 'СМ13', 'м'),
(231, 'Клюев', 'Феликс', 'Ильмирович', 23, 'РКТ4', 'м'),
(232, 'Сомов', 'Артём', 'Михайлович', 17, 'Э1', 'м'),
(233, 'Серебрякова', 'Ульяна', 'Никифоровна', 17, 'ПС2', 'ж'),
(234, 'Селезнёва', 'Иоанна', 'Вячеславовна', 24, 'ИУ2', 'ж'),
(235, 'Моисеев', 'Аркадий', 'Викентьевич', 18, 'Э4', 'м'),
(236, 'Одинцова', 'Елизавета', 'Никаноровна', 22, 'БМТ2', 'ж'),
(237, 'Олейникова', 'Олимпиада', 'Леонидовна', 23, 'Л4', 'ж'),
(238, 'Анисимов', 'Константин', 'Вольфович', 22, 'МТ6', 'м'),
(239, 'Толкачёва', 'Раиса', 'Романовна', 24, 'РКТ4', 'ж'),
(240, 'Ефимов', 'Денис', 'Денисович', 20, 'ИБМ1', 'м'),
(241, 'Павлов', 'Альвиан', 'Денисович', 24, 'ФН4', 'м'),
(242, 'Ильинская', 'Снежана', 'Иоанновна', 16, 'ИУ1', 'ж'),
(243, 'Кожевникова', 'Инга', 'Максимилиановна', 20, 'РКТ2', 'ж'),
(244, 'Иванов', 'Акакий', 'Жанович', 18, 'Л4', 'м'),
(245, 'Киселев', 'Исидор', 'Сидорович', 26, 'РК5', 'м'),
(246, 'Трошина', 'Елизавета', 'Денисовна', 21, 'Э2', 'ж'),
(247, 'Чеснокова', 'Татьяна', 'Ксенофонтьевна', 24, 'ИУ7', 'ж'),
(248, 'Ермилов', 'Филат', 'Ильсурович', 20, 'РК5', 'м'),
(249, 'Вешнякова', 'Аза', 'Макаровна', 20, 'СМ11', 'ж'),
(250, 'Нефёдова', 'Татьяна', 'Ильсуровна', 17, 'ИУ3', 'ж'),
(251, 'Фирсов', 'Ефим', 'Сидорович', 18, 'Э9', 'м'),
(252, 'Капустин', 'Пров', 'Харламович', 24, 'ИУ3', 'м'),
(253, 'Кондратьева', 'Епистима', 'Каллиниковна', 18, 'Э5', 'ж'),
(254, 'Черных', 'София', 'Рустамовна', 26, 'ИБМ5', 'ж'),
(255, 'Бычков', 'Григорий', 'Вениаминович', 25, 'ИУ7', 'м'),
(256, 'Вишневский', 'Исидор', 'Андроникович', 20, 'СГН2', 'м'),
(257, 'Никитин', 'Пантелеймон', 'Матвеевич', 25, 'ИБМ4', 'м'),
(258, 'Кулакова', 'Анжелика', 'Никаноровна', 19, 'Э4', 'ж'),
(259, 'Рудаков', 'Конон', 'Архипович', 17, 'РТ2', 'м'),
(260, 'Чумакова', 'Ираида', 'Олеговна', 17, 'РЛ2', 'ж'),
(261, 'Горячева', 'Валентина', 'Борисовна', 19, 'СМ10', 'ж'),
(262, 'Воронин', 'Иулиан', 'Гурьевич', 22, 'ИБМ3', 'м'),
(263, 'Шувалова', 'Феврония', 'Максимилиановна', 18, 'ИУ9', 'ж'),
(264, 'Петров', 'Архипп', 'Давидович', 19, 'Э8', 'м'),
(265, 'Кожевников', 'Севастьян', 'Геннадиевич', 22, 'ИБМ4', 'м'),
(266, 'Панина', 'Зинаида', 'Валентиновна', 25, 'РЛ6', 'ж'),
(267, 'Афанасьева', 'Наталья', 'Яковлевна', 26, 'ИБМ6', 'ж'),
(268, 'Носков', 'Юлиан', 'Даниилович', 22, 'РК5', 'м'),
(269, 'Собянина', 'Наталья', 'Вениаминовна', 21, 'МТ1', 'ж'),
(270, 'Горячева', 'Евгения', 'Дмитриевна', 25, 'ИБМ1', 'ж'),
(271, 'Леонов', 'Эдуард', 'Аркадьевич', 26, 'ФН12', 'м'),
(272, 'Дьяконова', 'Анфиса', 'Никодимовна', 25, 'МТ12', 'ж'),
(273, 'Дегтярева', 'Ирина', 'Максимовна', 18, 'ИУ3', 'ж'),
(274, 'Рыжова', 'Антонина', 'Гаджиевна', 26, 'ПС1', 'ж'),
(275, 'Касаткина', 'Анфиса', 'Анатольевна', 20, 'СМ9', 'ж'),
(276, 'Коваль', 'Тамара', 'Афанасьевна', 16, 'ИБМ4', 'ж'),
(277, 'Шубин', 'Никон', 'Даниилович', 24, 'МТ1', 'м'),
(278, 'Нечаев', 'Митрофан', 'Давидович', 20, 'ИБМ5', 'м'),
(279, 'Богданова', 'Фёкла', 'Ивановна', 26, 'Э1', 'ж'),
(280, 'Горячев', 'Михаил', 'Иваныч', 24, 'ИБМ2', 'м'),
(281, 'Елизарова', 'Евлампия', 'Никитовна', 17, 'ФН1', 'ж'),
(282, 'Хомякова', 'Пелагея', 'Гаджиевна', 21, 'ИБМ5', 'ж'),
(283, 'Гуляев', 'Варлам', 'Матвеевич', 21, 'Л4', 'м'),
(284, 'Бабушкин', 'Паисий', 'Игнатьевич', 26, 'ИБМ3', 'м'),
(285, 'Трофимова', 'София', 'Филипповна', 23, 'ИУ6', 'ж'),
(286, 'Прокофьев', 'Фома', 'Ильич', 22, 'ФН11', 'м'),
(287, 'Колесникова', 'Виктория', 'Афанасьевна', 22, 'МТ1', 'ж'),
(288, 'Березин', 'Евгений', 'Даниилович', 17, 'Э6', 'м'),
(289, 'Комиссаров', 'Вадим', 'Исаевич', 23, 'МТ5', 'м'),
(290, 'Фетисова', 'Валентина', 'Аркадьевна', 25, 'МТ1', 'ж'),
(291, 'Минина', 'Ярослава', 'Юрьевна', 24, 'Э8', 'ж'),
(292, 'Меркулов', 'Христофор', 'Ерофеевич', 22, 'РК5', 'м'),
(293, 'Козловская', 'Наталья', 'Васильевна', 17, 'ИБМ6', 'ж'),
(294, 'Петухова', 'Нонна', 'Антоновна', 25, 'ИБМ7', 'ж'),
(295, 'Князев', 'Эрик', 'Вячеславович', 16, 'ИБМ7', 'м'),
(296, 'Матвиенко', 'Инга', 'Николаевна', 26, 'РКТ3', 'ж'),
(297, 'Рудаков', 'Никанор', 'Борисович', 16, 'МТ3', 'м'),
(298, 'Ивашова', 'Гликерия', 'Ильмировна', 20, 'МТ4', 'ж'),
(299, 'Демидов', 'Святослав', 'Владиленович', 23, 'ИУ2', 'м'),
(300, 'Климова', 'Гликерия', 'Ильнуровна', 19, 'РКТ1', 'ж'),
(301, 'Безруков', 'Варфоломей', 'Филиппович', 16, 'Э5', 'м'),
(302, 'Кожевникова', 'Инга', 'Григорьевна', 19, 'МТ5', 'ж'),
(303, 'Князев', 'Феоктист', 'Ильсурович', 25, 'ИУ9', 'м'),
(304, 'Чистяков', 'Марк', 'Олегович', 21, 'БМТ2', 'м'),
(305, 'Антонов', 'Евгений', 'Тимофеевич', 24, 'Э8', 'м'),
(306, 'Глухова', 'Светлана', 'Никитична', 16, 'ИУ3', 'ж'),
(307, 'Андрианова', 'Акулина', 'Афанасьевна', 20, 'ИБМ7', 'ж'),
(308, 'Уткина', 'Евфросиния', 'Ксенофонтьевна', 19, 'СМ10', 'ж'),
(309, 'Кошелев', 'Поликарп', 'Максимович', 22, 'СМ9', 'м'),
(310, 'Гуляев', 'Мартын', 'Ефремович', 21, 'Э1', 'м'),
(311, 'Черняев', 'Трофим', 'Иванович', 22, 'СМ8', 'м'),
(312, 'Корнева', 'Инна', 'Олеговна', 25, 'ИУ8', 'ж'),
(313, 'Кукушкина', 'Вера', 'Осиповна', 16, 'ЮР1', 'ж'),
(314, 'Горшков', 'Платон', 'Арсеньевич', 23, 'МТ8', 'м'),
(315, 'Смирнов', 'Дорофей', 'Герасимович', 17, 'БМТ1', 'м'),
(316, 'Антонова', 'Виктория', 'Ильсуровна', 22, 'РЛ2', 'ж'),
(317, 'Буров', 'Варсонофий', 'Геннадиевич', 19, 'СМ1', 'м'),
(318, 'Авдеева', 'Евлампия', 'Осиповна', 26, 'МТ1', 'ж'),
(319, 'Костин', 'Конон', 'Евсеевич', 25, 'ИБМ6', 'м'),
(320, 'Парфенов', 'Всеволод', 'Гертрудович', 22, 'Э2', 'м'),
(321, 'Андреева', 'Яна', 'Геннадьевна', 19, 'МТ11', 'ж'),
(322, 'Безрукова', 'Инна', 'Анатольевна', 26, 'СМ2', 'ж'),
(323, 'Краснова', 'Александра', 'Михайловна', 19, 'СМ4', 'ж'),
(324, 'Сёмина', 'Евлампия', 'Сидоровна', 18, 'РЛ1', 'ж'),
